IPI00742200	"EMR4 similar to EGF-like module-containing mucin-like hormone receptor-like 4 precursor"	Receptors	GPCR;Adhesion	Valid	7	0	o247-270i282-299o311-335i355-374o394-418i439-458o470-493i	8	224-246,248-270,278-300,309-331,356-377,398-419,436-458,469-491	8	i128-150o247-269i282-299o314-336i357-376o396-418i438-460o470-492i
IPI00218001	"GPR111 Probable G-protein coupled receptor 111"	Receptors	GPCR;Adhesion	Valid	6	0	o448-471i483-508o528-551i558-581o604-627i648-671o	8	335-357,427-449,454-476,484-506,523-545,559-581,611-633,645-667	6	o444-466i486-508o523-545i558-580o605-627i648-670o
IPI00645561	"GPR112 G-protein coupled receptor 112"	Receptors	GPCR;Adhesion	Valid	7	Y	n10-22c27/28o2742-2768i2780-2800o2806-2829i2849-2872o2892-2918i2939-2960o2966-2988i	7	2715-2737,2751-2773,2788-2810,2823-2844,2870-2892,2914-2936,2941-2963	7	o2717-2739i2752-2774o2779-2801i2822-2844o2869-2891i2912-2934o2939-2961i
IPI00218000	"GPR113 Isoform 1 of Probable G-protein coupled receptor 113 precursor"	Receptors	GPCR;Adhesion	Valid	7	Y	n3-18c25/26o776-799i811-832o844-873i885-906o926-949i970-991o1003-1023i	8	753-775,784-806,822-844,859-881,904-926,945-967,977-999,1015-1037	7	o751-773i785-807o827-849i858-880o900-922i943-965o975-997i
IPI00455018	"GPR114 Uncharacterized protein GPR114"	Receptors	GPCR;Adhesion	Valid	6	Y	n4-16c21/22o250-273i285-305o317-342i354-374o416-436i457-482o	7	204-226,231-252,262-284,299-321,335-357,390-412,444-466	6	o228-250i262-284o299-321i333-355o393-415i436-458o
IPI00217998	"GPR115 84 kDa protein"	Receptors	GPCR;Adhesion	Valid	7	0	o457-479i500-520o540-560i572-594o614-639i660-683o689-712i	8	438-460,465-487,499-520,534-556,571-593,617-638,657-679,691-713	7	o457-479i500-522o542-564i571-593o617-639i660-679o689-711i
IPI00437186	"GPR116 Isoform 1 of Probable G-protein coupled receptor 116 precursor"	Receptors	GPCR;Adhesion	Valid	7	Y	n8-16c21/22o1007-1033i1054-1075o1095-1117i1129-1151o1171-1194i1214-1234o1246-1271i	7	991-1013,1031-1053,1069-1091,1107-1129,1153-1175,1194-1216,1227-1249	7	o993-1012i1032-1054o1074-1096i1108-1130o1150-1172i1193-1215o1225-1247i
IPI00255554	"GPR123 Similar to G protein-coupled receptor 123"	Receptors	GPCR;Adhesion	Valid	7	0	o740-762i774-793o799-821i855-875o895-918i977-998o1004-1023i	6	734-756,802-824,852-874,898-919,975-997,1004-1026	7	o739-761i774-791o801-823i853-875o895-917i975-997o1001-1023i
IPI00743456	"GPR124 G protein-coupled receptor 124"	Receptors	GPCR;Adhesion	Valid	7	Y	n15-28c33/34o772-793i805-825o831-853i887-907o927-950i1019-1039o1045-1067i	6	736-758,773-795,850-872,895-916,983-1005,1015-1037	6	o738-760i773-795o852-874i895-917o986-1008i1015-1034o
IPI00787251	"GPR125 similar to Probable G-protein coupled receptor 125 precursor"	Receptors	GPCR;Adhesion	Valid	7	0	o784-805i817-838o850-873i899-919o939-962i1018-1041o1047-1066i	7	779-801,818-839,847-869,897-919,943-964,1017-1039,1047-1069	7	o784-806i819-841o851-873i897-919o939-961i1020-1042o1047-1066i
IPI00217481	"GPR126 Developmentally regulated G-protein-coupled receptor beta 1"	Receptors	GPCR;Adhesion	Valid	7	Y	n20-31c37/38o866-889i901-922o928-950i970-991o1019-1049i1070-1089o1095-1117i	7	828-850,861-883,897-919,934-955,984-1006,1029-1051,1058-1080	7	o828-850i863-885o891-913i933-955o989-1011i1032-1054o1058-1080i
IPI00064461	"GPR128 Probable G-protein coupled receptor 128 precursor"	Receptors	GPCR;Adhesion	Valid	8	0	i12-33o436-458i470-489o532-554i566-590o624-652i673-691o697-720i	8	9-31,435-457,467-489,521-543,560-582,632-654,670-692,701-723	8	i12-34o436-458i467-489o532-554i567-589o628-650i670-692o697-719i
IPI00394960	"GPR133 Isoform 1 of Probable G-protein coupled receptor 133 precursor"	Receptors	GPCR;Adhesion	Valid	7	Y	n7-17c25/26o569-592i604-625o637-662i674-693o713-738i759-780o786-809i	7	545-567,582-601,613-635,653-670,687-709,738-760,770-791	7	o544-566i578-600o615-637i650-672o687-709i730-752o762-784i
IPI00385573	"GPR144 Probable G-protein coupled receptor 144"	Receptors	GPCR;Adhesion	Valid	7	0	o661-685i697-714o726-747i763-782o802-831i852-876o882-904i	9	562-584,614-633,661-683,711-733,737-759,767-788,806-828,854-876,885-907	5	o660-682i719-741o802-824i859-878o882-904i
IPI00412420	"GPR56 G-protein coupled receptor 56 precursor"	Receptors	GPCR;Adhesion	Invalid	7	Y	n6-17c22/23o405-428i449-471o477-495i515-537o575-597i609-631o637-659i	7	388-410,424-446,460-482,495-517,553-575,586-608,616-637	7	o383-405i425-447o457-479i492-514o553-575i587-609o615-637i
IPI00024754	"GPR64 Isoform 1 of G-protein coupled receptor 64 precursor"	Receptors	GPCR;Adhesion	Valid	8	0	i21-38o625-653i665-688o700-723i735-756o784-813i834-854o860-882i	8	15-37,627-649,663-685,691-713,736-758,786-808,831-853,861-883	7	o629-651i664-686o699-721i734-756o788-810i834-856o860-882i
IPI00479294	"GPR97 66 kDa protein"	Receptors	GPCR;Adhesion	Valid	6	Y	n6-16c20/21o271-293i305-325o345-366i378-396o429-455i476-509o	6	254-276,287-309,325-347,359-381,412-434,463-485	6	o251-273i286-308o323-345i358-380o413-435i456-478o
IPI00165934	"GPR98 Isoform 1 of G-protein coupled receptor 98 precursor"	Receptors	GPCR;Adhesion	Valid	7	Y	n14-25c29/30o5909-5929i5941-5960o5980-6000i6012-6037o6057-6081i6108-6125o6131-6156i	ERROR	ERROR	7	o5880-5902i5911-5933o5948-5970i5982-6004o6030-6052i6073-6095o6105-6127i
IPI00183445	"LPHN1 Isoform 1 of Latrophilin-1 precursor"	Receptors	GPCR;Adhesion	Valid	7	Y	n4-15c20/21o858-885i897-914o929-953i965-984o1004-1027i1048-1071o1077-1100i	7	841-863,874-895,909-931,947-967,985-1007,1027-1049,1058-1080	7	o843-865i878-895o910-932i945-967o982-1004i1029-1051o1056-1078i
IPI00641868	"LPHN2 165 kDa protein"	Receptors	GPCR;Adhesion	Valid	7	Y	n10-20c29/30o845-870i882-900o906-930i951-971o991-1014i1051-1073o1079-1102i	7	818-840,852-874,886-908,924-943,964-986,1020-1042,1051-1073	7	o821-843i856-873o888-910i923-942o962-984i1022-1044o1049-1071i
IPI00162547	"LPHN3 latrophilin 3 precursor"	Receptors	GPCR;Adhesion	Valid	7	Y	n6-17c22/23o879-902i914-932o938-960i981-1001o1021-1044i1075-1097o1103-1126i	7	855-877,889-910,924-946,961-980,1000-1022,1050-1072,1082-1104	7	o858-880i893-910o925-947i960-979o999-1021i1053-1075o1080-1102i
IPI00798152	"SLC26A6;CELSR3 CELSR3 protein"	Receptors	GPCR;Adhesion	Valid	7	0	o521-545i557-577o583-605i626-646o666-688i709-728o734-757i	7	523-545,556-578,587-609,625-646,669-690,707-729,739-760	6	o523-545i557-579o589-611i624-646o666-688i709-728o
IPI00054521	"FZD1 Frizzled-1 precursor"	Receptors	GPCR;Frizzled	Valid	8	0	i51-70o322-343i355-375o404-429i449-468o488-514i535-558o600-622i	6	321-343,350-372,406-428,447-469,492-514,534-556	7	o321-343i356-375o403-425i446-468o492-514i535-557o600-622i
IPI00026973	"FZD10 Frizzled-10 precursor"	Receptors	GPCR;Frizzled	Valid	7	Y	n8-15c20/21o227-251i263-283o311-336i356-376o396-423i444-465o503-523i	7	209-231,244-266,291-313,334-352,373-395,421-443,474-496	7	o208-230i242-264o296-318i331-353o379-401i422-444o483-505i
IPI00016027	"FZD2 Frizzled-2 precursor"	Receptors	GPCR;Frizzled	Valid	7	Y	n10-20c27/28o246-268i280-300o329-354i374-393o413-439i460-483o518-540i	8	218-240,253-275,304-326,344-366,369-391,394-413,432-454,492-514	6	i219-241o251-273i299-321o390-412i433-455o491-513i
IPI00424119	"FZD3 Frizzled-3 precursor"	Receptors	GPCR;Frizzled	Valid	7	Y	n5-16c28/29o204-226i238-258o291-316i328-350o370-397i417-442o477-498i	7	177-199,213-235,263-285,300-322,345-367,389-411,447-469	7	i176-198o208-230i264-286o301-320i345-367o391-413i449-471o
IPI00297420	"FZD4 Frizzled-4 precursor"	Receptors	GPCR;Frizzled	Valid	7	Y	n19-34c39/40o224-246i258-278o307-336i348-371o391-417i438-461o481-499i	7	186-208,218-240,268-290,312-334,355-377,398-420,436-458	6	i185-207o217-239i265-287o358-380i401-423o438-460i
IPI00298743	"FZD5 Frizzled-5 precursor"	Receptors	GPCR;Frizzled	Valid	7	Y	n11-21c26/27o237-259i271-291o311-344i356-378o408-429i450-471o500-522i	7	211-233,246-268,292-314,334-356,381-402,420-442,475-497	6	i211-233o244-266i287-309o379-401i422-444o474-496i
IPI00883735	"FZD6 frizzled 6"	Receptors	GPCR;Frizzled	Valid	7	Y	n4-13c18/19o201-222i234-254o284-312i324-345o369-393i413-438o473-494i	7	182-204,217-239,267-289,307-329,353-375,396-418,455-477	7	o182-204i217-236o271-293i306-328o352-374i395-417o455-477i
IPI00024012	"FZD7 Frizzled-7 precursor"	Receptors	GPCR;Frizzled	Valid	7	Y	n6-24c32/33o255-277i289-309o338-363i383-402o422-448i469-492o527-549i	8	223-245,254-276,308-330,348-370,373-395,397-417,436-458,495-517	6	i223-245o255-277i303-325o394-416i437-459o495-517i
IPI00010807	"FZD8 Frizzled-8 precursor"	Receptors	GPCR;Frizzled	Valid	7	Y	n9-19c27/28o278-301i313-333o398-423i443-462o482-508i529-554o583-605i	7	252-274,284-306,372-394,414-436,452-474,503-525,557-579	7	o251-273i285-307o317-339i368-390o459-481i502-524o556-578i
IPI00020230	"FZD9 Frizzled-9 precursor"	Receptors	GPCR;Frizzled	Valid	7	Y	n8-18c22/23o231-255i267-287o319-343i355-376o396-427i448-469o508-529i	8	210-232,245-267,276-298,300-321,343-365,379-401,423-445,482-504	7	o210-232i244-266o298-320i333-355o381-403i424-446o485-507i
IPI00018471	"SMO Smoothened homolog precursor"	Receptors	GPCR;Frizzled	Valid	7	Y	n12-23c31/32o233-254i266-283o315-339i359-379o399-420i452-475o520-538i	6	203-224,232-254,282-304,331-353,372-394,418-440	7	o201-223i230-252o285-307i328-350o370-392i421-443o492-514i
IPI00216479	"CASR Isoform 2 of Extracellular calcium-sensing receptor precursor"	Receptors	GPCR;Glutamate	Valid	7	Y	n3-14c19/20o622-647i659-680o692-714i735-754o780-802i814-836o842-864i	8	11-28,605-627,639-660,671-693,714-736,761-783,794-816,828-850	7	o606-628i641-663o673-695i716-735o762-784i797-819o829-851i
IPI00002756	"GABBR1 Isoform 1A of Gamma-aminobutyric acid type B receptor subunit 1 precursor"	Receptors	GPCR;Glutamate	Valid	7	Y	n2-12c19/20o591-616i628-647o667-687i708-731o768-788i808-826o832-854i	6	568-590,610-632,695-717,753-775,785-807,816-837	7	o574-596i609-628o648-670i691-713o750-772i785-807o813-835i
IPI00027250	"GABBR2 Gamma-aminobutyric acid type B receptor subunit 2 precursor"	Receptors	GPCR;Glutamate	Valid	7	Y	n23-33c45/46o479-502i522-543o555-576i597-618o653-676i696-712o718-741i	7	432-454,472-494,507-529,550-572,608-630,647-668,677-699	7	o437-459i472-494o509-531i552-574o609-631i651-668o678-700i
IPI00168860	"GPR156 Probable G-protein coupled receptor 156"	Receptors	GPCR;Glutamate	Valid	7	0	o48-74i86-104o124-143i163-185o223-246i258-281o287-309i	7	47-69,88-110,118-140,169-191,223-245,259-281,288-310	7	o48-70i83-105o120-142i163-185o223-245i258-277o287-309i
IPI00412541	"GPR158 Probable G-protein coupled receptor 158 precursor"	Receptors	GPCR;Glutamate	Valid	7	Y	n8-19c24/25o415-439i451-474o486-504i525-544o580-600i612-630o642-664i	6	394-416,426-448,462-484,502-524,559-581,626-648	6	o394-416i428-450o460-482i502-524o554-576i589-611o
IPI00419908	"GPR179 Uncharacterized protein GPR179"	Receptors	GPCR;Glutamate	Valid	7	Y	n15-26c34/35o379-404i416-439o451-470i491-514o545-565i577-595o607-629i	6	342-364,381-403,417-439,461-483,513-535,576-598	6	o348-370i383-405o415-437i457-479o512-534i573-595o
IPI00022624	"GPRC5A Retinoic acid-induced protein 3"	Receptors	GPCR;Glutamate	Valid	7	0	o26-53i65-86o98-117i129-157o177-199i211-232o244-262i	7	30-52,67-89,99-121,131-153,179-201,213-235,241-263	7	o34-56i69-88o98-120i133-155o177-199i211-233o248-267i
IPI00008239	"GPRC5B G-protein coupled receptor family C group 5 member B precursor"	Receptors	GPCR;Glutamate	Valid	7	Y	n14-25c30/31o54-81i93-115o127-147i159-183o203-222i234-256o271-289i	6	23-45,64-86,97-116,132-154,169-191,202-224	7	o27-49i62-84o94-112i133-155o170-192i204-226o241-260i
IPI00396108	"GPRC5C G protein-coupled receptor family C, group 5, member C isoform a"	Receptors	GPCR;Glutamate	Valid	8	0	i51-72o92-118i130-154o166-186i198-222o254-276i288-311o323-342i	8	47-69,97-119,134-156,167-189,201-223,247-269,288-310,325-347	8	i51-68o101-123i130-152o167-189i201-223o254-276i288-310o325-342i
IPI00032870	"GPRC5D Isoform 1 of G-protein coupled receptor family C group 5 member D"	Receptors	GPCR;Glutamate	Valid	7	0	o22-47i59-82o94-115i127-150o170-193i205-224o244-266i	7	27-48,60-82,93-115,131-153,169-191,205-227,242-264	7	o22-44i64-83o93-115i122-144o170-192i205-224o244-266i
IPI00169389	"GPRC6A Isoform 1 of G-protein coupled receptor family C group 6 member A precursor"	Receptors	GPCR;Glutamate	Valid	7	Y	n3-14c18/19o593-616i628-652o664-688i700-727o747-771i783-803o809-830i	8	11-33,574-596,611-633,648-670,684-706,731-752,764-786,791-813	7	o576-598i611-633o648-670i687-709o731-753i765-787o797-819i
IPI00012363	"GRM1 Isoform Alpha of Metabotropic glutamate receptor 1 precursor"	Receptors	GPCR;Glutamate	Valid	7	Y	n3-14c18/19o594-617i629-650o662-683i704-727o753-772i784-806o812-831i	7	577-599,611-633,638-660,686-708,731-753,766-788,798-820	7	o577-599i612-631o641-658i687-709o724-746i767-789o799-821i
IPI00030834	"GRM2 Metabotropic glutamate receptor 2 precursor"	Receptors	GPCR;Glutamate	Valid	7	Y	n3-13c18/19o566-590i605-624o636-652i673-700o728-747i759-781o787-811i	6	549-571,585-607,660-682,708-729,747-768,775-797	7	o549-571i584-606o616-633i660-682o710-729i742-764o779-801i
IPI00000837	"GRM3 Metabotropic glutamate receptor 3 precursor"	Receptors	GPCR;Glutamate	Valid	7	Y	n7-15c20/21o575-599i614-634o646-667i688-709o737-756i768-790o796-820i	7	557-579,591-613,619-641,668-690,716-736,754-775,782-804	6	o557-579i592-614o667-689i717-736o751-773i786-808o
IPI00000839	"GRM4 Metabotropic glutamate receptor 4 precursor"	Receptors	GPCR;Glutamate	Valid	7	Y	n14-24c32/33o587-613i625-645o657-678i699-720o751-772i784-806o826-848i	6	556-578,592-614,665-687,719-741,757-779,790-812	7	o555-577i593-612o622-639i666-688o718-740i752-774o784-806i
IPI00220277	"GRM5 Isoform 2 of Metabotropic glutamate receptor 5 precursor"	Receptors	GPCR;Glutamate	Valid	7	Y	n2-12c20/21o581-604i616-639o645-666i687-714o740-759i771-793o799-826i	8	7-29,562-584,597-618,622-644,672-694,717-739,751-773,783-805	6	o562-584i597-616o672-694i717-739o754-776i783-805o
IPI00169239	"GRM6 Seven transmembrane helix receptor"	Receptors	GPCR;Glutamate	Valid	2	0	o747-768i780-800o	3	11-33,744-766,780-802	2	o742-764i784-806o
IPI00745954	"GRM7 Isoform 3 of Metabotropic glutamate receptor 7 precursor"	Receptors	GPCR;Glutamate	Valid	7	Y	n18-29c34/35o590-616i628-648o660-681i702-723o754-775i787-809o829-851i	7	554-576,594-616,626-648,669-691,721-742,756-778,793-815	6	o559-581i594-613o623-640i722-741o756-778i785-807o
IPI00376658	"LOC402279 Glutamate receptor, metabotropic 8"	Receptors	GPCR;Glutamate	Valid	7	0	o583-609i621-643o649-668i689-716o747-768i780-802o822-844i	7	8-30,576-598,617-639,697-719,744-766,785-807,817-839	6	o583-605i621-643o693-715i747-768o783-805i812-834o
IPI00332575	"TAS1R1 Isoform 1 of Taste receptor type 1 member 1 precursor"	Receptors	GPCR;Glutamate	Valid	7	Y	n2-15c20/21o568-592i604-623o635-660i681-704o724-749i761-783o789-809i	7	548-570,579-601,617-639,660-682,706-728,740-762,772-794	7	o548-570i582-604o617-639i659-681o706-728i741-763o767-789i
IPI00152592	"TAS1R2 Taste receptor type 1 member 2 precursor"	Receptors	GPCR;Glutamate	Valid	7	Y	n7-15c19/20o567-588i600-623o635-659i679-702o728-749i761-781o787-808i	7	546-568,582-604,620-642,661-683,709-731,742-764,766-788	7	o547-569i581-603o618-640i661-683o708-730i742-764o768-790i
IPI00169179	"TAS1R3 Taste receptor type 1 member 3 precursor"	Receptors	GPCR;Glutamate	Valid	7	Y	n5-15c20/21o568-591i603-622o642-660i680-701o727-751i763-783o789-809i	5	547-569,585-607,669-690,743-765,771-793	7	o549-571i584-606o621-640i660-682o708-730i743-765o775-797i
IPI00023121	"- HOR5'Beta8"	Receptors	GPCR;Olf	Valid	5	Y	n7-18c25/26o35-52i64-90o199-223i244-267o273-293i	7	3-25,30-52,59-81,135-157,180-202,216-238,250-272	5	o5-27i137-159o174-196i217-239o249-271i
IPI00376299	"- Olfactory receptor"	Receptors	GPCR;Olf	Valid	7	Y	n4-12c16/17o26-47i59-77o89-112i132-156o192-219i240-258o270-290i	7	11-33,45-67,76-98,117-139,184-206,222-243,255-277	6	i7-29o39-61i74-96o116-138i182-204o219-241i
IPI00878836	"- Olfactory receptor 10J4"	Receptors	GPCR;Olf	Invalid	7	0	o26-49i61-82o102-121i141-159o198-227i239-261o273-292i	6	24-46,58-80,96-118,161-183,203-225,272-293	4	o27-49i61-78o93-115i201-223o
IPI00168980	"- Olfactory receptor 11H7"	Receptors	GPCR;Olf	Valid	7	0	o25-48i60-81o101-120i140-164o205-226i238-261o273-292i	7	5-27,31-53,61-83,134-156,203-225,240-262,269-291	7	o26-48i61-83o98-120i141-163o194-216i237-259o274-292i
IPI00169087	"- Olfactory receptor 1P1"	Receptors	GPCR;Olf	Valid	8	0	i40-63o75-96i108-131o143-165i177-198o210-235i256-273o288-305i	7	40-62,107-129,144-166,180-202,216-238,254-276,287-308	8	i41-63o73-92i105-127o147-169i176-198o213-235i256-273o288-305i
IPI00878357	"- Olfactory receptor 4Q2"	Receptors	GPCR;Olf	Invalid	7	0	o25-49i61-79o99-121i141-159o205-224i236-257o269-288i	6	27-49,96-118,134-156,204-225,237-259,266-288	7	o27-49i62-84o99-121i141-163o194-216i237-259o269-288i
IPI00022766	"- Olfactory receptor 52Z1"	Receptors	GPCR;Olf	Valid	7	0	o12-34i46-73o88-109i129-149o179-199i220-244o256-278i	7	14-36,48-70,87-109,129-151,177-199,225-247,255-277	7	o15-37i50-72o87-109i129-151o179-201i221-243o256-278i
IPI00877793	"- Olfactory receptor 5AC1"	Receptors	GPCR;Olf	Invalid	7	0	o27-50i59-79o99-118i130-158o196-222i243-261o273-292i	5	27-49,129-151,164-186,200-222,272-293	8	i28-50o55-77i98-120o142-164i177-199o204-226i238-260o275-292i
IPI00877959	"- Olfactory receptor 5AL1"	Receptors	GPCR;Olf	Invalid	7	0	o41-64i76-96o108-131i164-183o212-241i253-276o288-307i	5	46-68,106-128,140-162,225-247,285-307	8	i43-65o80-102i109-131o135-152i159-181o217-239i252-274o289-307i
IPI00878479	"- Olfactory receptor 5G3"	Receptors	GPCR;Olf	Valid	7	0	o25-51i94-118o130-154i161-185o197-225i237-258o270-292i	6	22-44,95-117,147-169,203-225,238-260,268-290	6	i29-51o98-120i140-162o197-219i238-260o270-292i
IPI00169006	"- Olfactory receptor 8J2"	Receptors	GPCR;Olf	Valid	8	0	i27-49o61-82i94-120o126-145i157-178o198-226i238-261o273-292i	6	25-47,98-120,136-158,206-227,240-262,271-293	8	i29-51o66-88i101-120o124-146i153-175o207-226i238-260o275-292i
IPI00428677	"- Putative olfactory receptor (Fragment)"	Receptors	GPCR;Olf	Valid	5	0	o24-49i61-82o102-122i143-169o198-222i	4	25-47,95-117,146-168,204-226	5	i24-46o56-78i99-121o147-169i198-220o
IPI00386359	"- Seven transmembrane helix receptor"	Receptors	GPCR;Olf	Valid	7	0	o40-65i77-94o114-135i155-177o220-240i252-270o290-307i	7	42-64,72-94,115-137,160-182,218-240,256-278,292-314	7	o42-64i76-98o113-135i156-178o219-241i253-275o290-307i
IPI00377023	"- Seven transmembrane helix receptor"	Receptors	GPCR;Olf	Valid	11	Y	n5-23c28/29o58-81i102-126o138-155i162-181o187-205i226-249o269-294i306-325o331-357i369-393o405-424i	9	4-26,38-60,77-98,109-131,145-167,245-267,305-327,346-368,381-403	8	o34-56i76-98o113-130i137-159o202-224i245-267o301-323i344-366o
IPI00787971	"LOC730808 similar to olfactory receptor, family 2, subfamily T, member 34"	Receptors	GPCR;Olf	Invalid	7	0	o30-53i65-84o104-125i145-167o202-230i242-265o277-297i	7	33-55,65-87,101-123,149-171,208-230,242-264,277-298	7	o31-53i66-88o103-125i145-167o208-230i243-265o280-297i
IPI00786842	"LOC731792 Olfactory receptor 4E1"	Receptors	GPCR;Olf	Invalid	7	0	o29-55i64-86o106-124i144-162o210-230i242-263o275-294i	7	32-54,98-120,137-159,182-204,212-234,243-264,276-298	6	i32-54o102-124i144-166o208-230i243-265o275-294i
IPI00300587	"OR10A2 Olfactory receptor 10A2"	Receptors	GPCR;Olf	Valid	7	0	o12-37i49-69o89-110i131-151o184-213i225-248o260-279i	7	17-39,50-72,82-104,134-156,167-189,196-217,224-245	7	o13-35i48-70o85-107i131-153o181-203i224-246o261-280i
IPI00478001	"OR10A3 Olfactory receptor 10A3"	Receptors	GPCR;Olf	Valid	7	0	o27-49i61-85o91-120i140-158o197-225i237-253o273-292i	7	19-41,61-83,94-116,136-158,178-200,207-229,273-295	7	o27-49i61-83o98-120i140-162o202-224i237-259o274-292i
IPI00742745	"OR10A4 Olfactory receptor OR11-87"	Receptors	GPCR;Olf	Valid	8	0	i12-29o35-60i72-92o112-130i142-160o212-232i253-271o283-302i	8	11-33,42-64,75-97,106-128,151-173,188-210,214-236,249-270	6	o36-58i71-93o108-130i151-173o210-232i253-270o
IPI00022326	"OR10A5 Olfactory receptor OR11-85"	Receptors	GPCR;Olf	Valid	7	0	o31-55i67-87o107-128i149-169o202-221i242-266o278-297i	9	2-24,35-57,68-90,100-122,152-174,185-207,214-235,243-265,278-300	7	o31-53i66-88o103-125i149-171o199-221i242-264o279-298i
IPI00169190	"OR10A6 Olfactory receptor 10A6"	Receptors	GPCR;Olf	Valid	7	0	o27-48i60-78o98-120i140-158o197-225i237-255o275-292i	7	27-49,62-84,95-117,135-157,177-199,207-229,273-295	7	o27-49i61-83o98-120i140-162o197-219i238-260o275-292i
IPI00168993	"OR10A7 Olfactory receptor 10A7"	Receptors	GPCR;Olf	Valid	7	0	o25-48i60-82o102-120i140-162o197-216i237-255o275-293i	7	27-49,63-85,103-125,143-165,204-226,238-259,273-295	7	o26-48i61-83o98-120i140-162o204-226i238-260o275-292i
IPI00061858	"OR10AD1 Olfactory receptor 10AD1"	Receptors	GPCR;Olf	Valid	7	0	o25-48i60-80o92-121i141-163o197-227i239-261o276-294i	7	29-50,60-82,95-117,134-156,203-225,238-259,274-294	7	o27-49i62-84o99-121i141-163o205-227i239-261o276-293i
IPI00303621	"OR10AG1 Olfactory receptor 10AG1"	Receptors	GPCR;Olf	Valid	7	0	o16-39i51-71o83-111i131-148o188-207i228-252o264-283i	7	28-50,54-76,85-107,133-155,173-195,230-252,261-283	7	o15-37i50-72o87-109i135-157o188-210i229-251o261-283i
IPI00064656	"OR10C1 Olfactory receptor 10C1"	Receptors	GPCR;Olf	Valid	7	0	o25-48i60-81o101-119i139-157o196-215i236-259o271-291i	8	7-29,34-56,63-85,95-117,139-161,192-214,239-260,270-292	7	o25-47i60-82o97-119i140-162o196-218i239-261o271-293i
